0,1,0,7,0,49,0,80155
0,1,0,7,0,49,0,64612
0,1,0,9,0,81,0,35622
0,1,0,7,0,49,0,192289
1,0,7,0,49,0,-64204,0
1,0,7,0,49,0,-276410,0
1,0,13,0,169,0,52217,0
1,0,11,0,121,0,-134049,0
0,1,0,11,0,121,0,209941
1,0,10,0,100,0,-121261,0
1,0,9,0,81,0,-242284,0
1,0,12,0,144,0,-71674,0
0,1,0,14,0,196,0,-14614
0,1,0,15,0,225,0,-21855
1,0,11,0,121,0,-122857,0
1,0,8,0,64,0,-354658,0
1,0,12,0,144,0,-145939,0
0,1,0,9,0,81,0,133409
0,1,0,12,0,144,0,149444
1,0,7,0,49,0,-34097,0
1,0,10,0,100,0,-15564,0
0,1,0,13,0,169,0,-26954
0,1,0,9,0,81,0,-90023
0,1,0,8,0,64,0,-89063
0,1,0,6,0,36,0,-237215
0,1,0,6,0,36,0,-83631
0,1,0,9,0,81,0,-12317
1,0,8,0,64,0,49412,0
1,0,11,0,121,0,-72435,0
1,0,7,0,49,0,166965,0
0,1,0,14,0,196,0,-237367
0,1,0,5,0,25,0,159888
1,0,8,0,64,0,30249,0
0,1,0,7,0,49,0,201697
1,0,12,0,144,0,-229074,0
1,0,9,0,81,0,23374,0
0,1,0,13,0,169,0,177729
1,0,14,0,196,0,-125536,0
1,0,12,0,144,0,-31562,0
1,0,8,0,64,0,-50109,0
0,1,0,6,0,36,0,49365
1,0,14,0,196,0,-330645,0
1,0,13,0,169,0,-132948,0
1,0,15,0,225,0,-212371,0
0,1,0,15,0,225,0,36942
0,1,0,17,0,289,0,-181780
0,1,0,19,0,361,0,-11014
0,1,0,19,0,361,0,-19475
1,0,18,0,324,0,-143108,0
0,1,0,24,0,576,0,668
0,1,0,20,0,400,0,14664
1,0,23,0,529,0,-239640,0
1,0,16,0,256,0,-110139,0
1,0,16,0,256,0,-46749,0
0,1,0,15,0,225,0,-98857
1,0,23,0,529,0,11596,0
0,1,0,19,0,361,0,24068
0,1,0,22,0,484,0,247161
1,0,24,0,576,0,-13937,0
1,0,23,0,529,0,-240779,0
0,1,0,16,0,256,0,112051
1,0,19,0,361,0,-86077,0
1,0,18,0,324,0,-320444,0
0,1,0,17,0,289,0,148303
1,0,22,0,484,0,-163267,0
1,0,20,0,400,0,-115131,0
0,1,0,17,0,289,0,-83030
1,0,24,0,576,0,-143182,-143182
0,1,0,23,0,529,0,-21500
1,0,18,0,324,0,-204327,0
1,0,19,0,361,0,-265484,0
1,0,16,0,256,0,-279292,0
1,0,17,0,289,0,-126797,0
0,1,0,18,0,324,0,126304
1,0,17,0,289,0,-49730,0
1,0,21,0,441,0,-73804,0
1,0,17,0,289,0,-198437,0
1,0,18,0,324,0,-213610,0
1,0,18,0,324,0,-180817,0
0,1,0,20,0,400,0,252477
1,0,18,0,324,0,10893,0
0,1,0,15,0,225,0,92995
0,1,0,22,0,484,0,117652
0,1,0,20,0,400,0,18195
1,0,19,0,361,0,-236517,0
1,0,15,0,225,0,-314773,0
0,1,0,24,0,576,0,-125447
0,1,0,15,0,225,0,386148
0,1,0,23,0,529,0,80464
0,1,0,16,0,256,0,-49840
0,1,0,16,0,256,0,-73631
0,1,0,18,0,324,0,-6995
0,1,0,16,0,256,0,-77657
1,0,25,0,625,0,-82698,0
0,1,0,30,0,900,0,-28817
0,1,0,26,0,676,0,104125
0,1,0,28,0,784,0,447234
1,0,30,0,900,0,-83015,0
0,1,0,30,0,900,0,82705
1,0,29,0,841,0,-112825,0
1,0,26,0,676,0,-70921,0
0,1,0,30,0,900,0,12180
0,1,0,30,0,900,0,70776
1,0,32,0,1024,0,-274437,0
1,0,29,0,841,0,-162582,0
0,1,0,26,0,676,0,-9927
1,0,35,0,1225,0,-122460,0
0,1,0,27,0,729,0,-163163
0,1,0,27,0,729,0,-138172
0,1,0,32,0,1024,0,108891
0,1,0,34,0,1156,0,164590
1,0,29,0,841,0,-190058,0
0,1,0,29,0,841,0,-76426
0,1,0,27,0,729,0,-61804
0,1,0,26,0,676,0,6787
0,1,0,25,0,625,0,93787
1,1,0,27,0,729,0,-212328
1,0,30,0,900,0,-2889,0
1,0,33,0,1089,0,-99179,0
0,1,0,29,0,841,0,130552
